|dates|Muscogee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muscogee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muscogee_Georgia_UnitedStates.Male_Total_Population.data|Muscogee_Georgia_UnitedStates.Male_Total_Population.missing|Muscogee_Georgia_UnitedStates.Female_Total_Population.data|Muscogee_Georgia_UnitedStates.Female_Total_Population.missing|Muscogee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Muscogee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26004.0|0|94349.0|0|99811.0|0|48112.0|0
