|dates|Crawford_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Ohio_UnitedStates.Male_Total_Population.data|Crawford_Ohio_UnitedStates.Male_Total_Population.missing|Crawford_Ohio_UnitedStates.Female_Total_Population.data|Crawford_Ohio_UnitedStates.Female_Total_Population.missing|Crawford_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8722.0|0|20314.0|0|21236.0|0|8968.0|0
