|dates|Union_Indiana_UnitedStates.BLS_EmployedPopulation.data|Union_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Union_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Union_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Union_Indiana_UnitedStates.BLS_UnemploymentRate.data|Union_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Union_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Union_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-02|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-03|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-04|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-05|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-06|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-07|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-08|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-09|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-10|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-11|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-12|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-13|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-14|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-15|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-16|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-17|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-18|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-19|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-20|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-21|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-22|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-23|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-24|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-25|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-26|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-27|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-28|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-29|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-30|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-01-31|3421.0|0|126.0|0|3.5522977163800395|0|3547.0|0
0|2020-02-01|3415.0|0|116.0|0|3.285188331917304|0|3531.0|0
0|2020-02-02|3415.0|0|116.0|0|3.285188331917304|0|3531.0|0
0|2020-02-03|3415.0|0|116.0|0|3.285188331917304|0|3531.0|0
