|dates|Montgomery_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Virginia_UnitedStates.Male_Total_Population.data|Montgomery_Virginia_UnitedStates.Male_Total_Population.missing|Montgomery_Virginia_UnitedStates.Female_Total_Population.data|Montgomery_Virginia_UnitedStates.Female_Total_Population.missing|Montgomery_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12475.0|0|51452.0|0|47533.0|0|15305.0|0
