|dates|Waller_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waller_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waller_Texas_UnitedStates.Male_Total_Population.data|Waller_Texas_UnitedStates.Male_Total_Population.missing|Waller_Texas_UnitedStates.Female_Total_Population.data|Waller_Texas_UnitedStates.Female_Total_Population.missing|Waller_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Waller_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6282.0|0|26482.0|0|26644.0|0|12898.0|0
