|dates|St.Joseph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Joseph_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Joseph_Indiana_UnitedStates.Male_Total_Population.data|St.Joseph_Indiana_UnitedStates.Male_Total_Population.missing|St.Joseph_Indiana_UnitedStates.Female_Total_Population.data|St.Joseph_Indiana_UnitedStates.Female_Total_Population.missing|St.Joseph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Joseph_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42783.0|0|131836.0|0|138935.0|0|64005.0|0
