|dates|Saline_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saline_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saline_Kansas_UnitedStates.Male_Total_Population.data|Saline_Kansas_UnitedStates.Male_Total_Population.missing|Saline_Kansas_UnitedStates.Female_Total_Population.data|Saline_Kansas_UnitedStates.Female_Total_Population.missing|Saline_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Saline_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9756.0|0|26984.0|0|27417.0|0|12589.0|0
