|dates|OutofNY_NewYork_UnitedStates.BLS_EmployedPopulation.data|OutofNY_NewYork_UnitedStates.BLS_EmployedPopulation.missing|OutofNY_NewYork_UnitedStates.BLS_UnemployedPopulation.data|OutofNY_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|OutofNY_NewYork_UnitedStates.BLS_UnemploymentRate.data|OutofNY_NewYork_UnitedStates.BLS_UnemploymentRate.missing|OutofNY_NewYork_UnitedStates.BLS_LaborForcePopulation.data|OutofNY_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
