|dates|Webster_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Webster_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Webster_Missouri_UnitedStates.Male_Total_Population.data|Webster_Missouri_UnitedStates.Male_Total_Population.missing|Webster_Missouri_UnitedStates.Female_Total_Population.data|Webster_Missouri_UnitedStates.Female_Total_Population.missing|Webster_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Webster_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6014.0|0|19965.0|0|19144.0|0|10663.0|0
