|dates|Warren_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_Illinois_UnitedStates.Male_Total_Population.data|Warren_Illinois_UnitedStates.Male_Total_Population.missing|Warren_Illinois_UnitedStates.Female_Total_Population.data|Warren_Illinois_UnitedStates.Female_Total_Population.missing|Warren_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3327.0|0|8397.0|0|8635.0|0|3734.0|0
