|dates|Decatur_Iowa_UnitedStates.BLS_EmployedPopulation.data|Decatur_Iowa_UnitedStates.BLS_EmployedPopulation.missing|Decatur_Iowa_UnitedStates.BLS_UnemployedPopulation.data|Decatur_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|Decatur_Iowa_UnitedStates.BLS_UnemploymentRate.data|Decatur_Iowa_UnitedStates.BLS_UnemploymentRate.missing|Decatur_Iowa_UnitedStates.BLS_LaborForcePopulation.data|Decatur_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-02|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-03|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-04|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-05|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-06|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-07|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-08|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-09|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-10|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-11|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-12|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-13|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-14|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-15|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-16|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-17|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-18|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-19|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-20|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-21|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-22|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-23|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-24|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-25|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-26|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-27|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-28|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-29|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-30|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-01-31|4348.5|0|132.5|0|2.9569292568623076|0|4481.0|0
0|2020-02-01|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-02|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-03|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-04|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-05|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-06|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-07|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-08|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-09|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-10|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-11|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-12|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-13|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-14|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-15|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-16|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-17|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-18|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-19|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-20|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-21|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-22|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-23|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-24|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-25|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-26|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-27|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-28|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-02-29|4473.5|0|101.0|0|2.207891572849492|0|4574.5|0
0|2020-03-01|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-02|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-03|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-04|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-05|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-06|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-07|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-08|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-09|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-10|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-11|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-12|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-13|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-14|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-15|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-16|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-17|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-18|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-19|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-20|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-21|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-22|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-23|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-24|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-25|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-26|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-27|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-28|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-29|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-30|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-03-31|4323.5|0|126.5|0|2.842696629213483|0|4450.0|0
0|2020-04-01|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-02|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-03|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-04|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-05|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-06|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-07|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-08|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-09|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-10|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-11|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-12|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-13|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-14|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-15|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-16|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-17|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-18|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-19|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-20|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-21|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-22|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-23|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-24|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-25|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-26|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-27|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-28|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-29|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-04-30|3925.0|0|319.5|0|7.527388384968783|0|4244.5|0
0|2020-05-01|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-02|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-03|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-04|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-05|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-06|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-07|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-08|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-09|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-10|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-11|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-12|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-13|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-14|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-15|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-16|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-17|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-18|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-19|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-20|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-21|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-22|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-23|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-24|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-25|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-26|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-27|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-28|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-29|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-30|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-05-31|3827.0|0|269.0|0|6.5673828125|0|4096.0|0
0|2020-06-01|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-02|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-03|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-04|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-05|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-06|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-07|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-08|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-09|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-10|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-11|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-12|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-13|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
0|2020-06-14|3754.0|0|251.0|0|6.2671660424469415|0|4005.0|0
