|dates|York_Pennsylvania_UnitedStates.AveragePrecipitationTotal.data|York_Pennsylvania_UnitedStates.AveragePrecipitationTotal.missing|York_Pennsylvania_UnitedStates.AveragePrecipitation.data|York_Pennsylvania_UnitedStates.AveragePrecipitation.missing|York_Pennsylvania_UnitedStates.AverageWindDirection.data|York_Pennsylvania_UnitedStates.AverageWindDirection.missing|York_Pennsylvania_UnitedStates.AverageWindSpeed.data|York_Pennsylvania_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|212.08333333333334|0|6.666666666666667|0
0|2020-01-02|0.0|0|0.0|0|31.25|0|0.7916666666666666|0
0|2020-01-03|0.00125|0|0.0059953703703703705|0|63.93518518518518|0|0.9548611111111112|0
0|2020-01-04|0.0017499999999999998|0|0.003416666666666667|0|197.68055555555554|0|5.416666666666667|0
0|2020-01-05|0.0|0|0.0|0|235.41666666666666|0|11.125|0
0|2020-01-06|0.0|0|0.0|0|199.58333333333334|0|7.291666666666667|0
0|2020-01-07|0.0|0|0.010222222222222223|0|112.99305555555554|0|2.757638888888889|0
0|2020-01-08|0.01375|0|0.0|0|237.5|0|11.041666666666666|0
0|2020-01-09|0.0|0|0.0|0|96.66666666666667|0|3.125|0
0|2020-01-10|0.0|0|0.0|0|125.0|0|4.375|0
0|2020-01-11|0.0|0|0.0|0|185.97222222222226|0|10.951388888888891|0
0|2020-01-12|0.0325|0|0.023263888888888893|0|203.75|0|9.368055555555555|0
0|2020-01-13|0.0|0|0.0|0|31.458333333333332|0|0.5208333333333334|0
0|2020-01-14|0.0|0|0.0005|0|53.680555555555564|0|1.5555555555555556|0
0|2020-01-15|0.0008333333333333334|0|0.0|0|114.2361111111111|0|2.611111111111111|0
0|2020-01-16|0.0004166666666666667|0|0.0004166666666666667|0|284.51388888888886|0|14.590277777777777|0
0|2020-01-17|0.0|0|0.0|0|153.33333333333334|0|8.916666666666666|0
0|2020-01-18|0.0|0|0.007547619047619049|0|117.6875|0|5.577281746031747|0
0|2020-01-19|0.0027500000000000003|0|0.0016666666666666668|0|241.91666666666666|0|10.831249999999999|0
0|2020-01-20|0.0|0|0.0|0|302.5|0|9.541666666666666|0
0|2020-01-21|0.0|0|0.0|0|283.3333333333333|0|6.25|0
0|2020-01-22|0.0|0|0.0|0|24.166666666666668|0|0.5416666666666666|0
0|2020-01-23|0.0|0|0.0|0|15.833333333333334|0|0.5|0
0|2020-01-24|0.0|0|0.0|0|77.70833333333333|0|6.875|0
0|2020-01-25|0.011562500000000002|0|0.04083333333333333|0|172.70833333333334|0|6.909722222222221|0
0|2020-01-26|0.007083333333333334|0|0.0|0|241.66666666666666|0|6.708333333333333|0
0|2020-01-27|0.0|0|0.0|0|260.625|0|7.166666666666667|0
0|2020-01-28|0.0|0|0.0|0|306.6666666666667|0|8.166666666666666|0
0|2020-01-29|0.0|0|0.0|0|213.75|0|5.708333333333333|0
0|2020-01-30|0.0|0|0.0|0|32.083333333333336|0|1.8333333333333333|0
0|2020-01-31|0.0|0|0.0004166666666666667|0|70.34722222222223|0|2.5833333333333335|0
0|2020-02-01|0.0001388888888888889|0|0.0014722222222222222|0|38.541666666666664|0|0.59375|0
0|2020-02-02|0.0020833333333333333|0|0.0|0|160.0|0|4.75|0
0|2020-02-03|0.0|0|0.0|0|118.54166666666667|0|3.7708333333333335|0
0|2020-02-04|0.0|0|0.00125|0|89.375|0|2.8333333333333335|0
0|2020-02-05|0.00125|0|0.0022916666666666667|0|176.25|0|6.923611111111111|0
0|2020-02-06|0.0015624999999999999|0|0.0075|0|98.85416666666667|0|4.697916666666666|0
0|2020-02-07|0.0023333333333333335|0|0.017120370370370373|0|203.82175925925927|0|11.047453703703704|0
0|2020-02-08|0.01916666666666667|0|0.0|0|170.0|0|5.916666666666667|0
0|2020-02-09|0.0|0|0.0|0|106.25|0|3.7916666666666665|0
0|2020-02-10|0.0025|0|0.006666666666666668|0|139.79166666666666|0|5.375|0
0|2020-02-11|0.005833333333333334|0|0.0053750000000000004|0|151.04166666666666|0|3.3083333333333336|0
0|2020-02-12|0.0020833333333333333|0|0.0029861111111111113|0|137.22222222222223|0|3.069444444444444|0
0|2020-02-13|0.006666666666666667|0|0.0053125|0|214.79166666666666|0|6.388888888888888|0
0|2020-02-14|0.002916666666666667|0|0.0|0|278.75|0|9.333333333333334|0
0|2020-02-15|0.0|0|0.0|0|96.25|0|3.9583333333333335|0
0|2020-02-16|0.0|0|0.0|0|54.583333333333336|0|1.2916666666666667|0
0|2020-02-17|0.0|0|0.0|0|66.66666666666667|0|2.1666666666666665|0
0|2020-02-18|0.0|0|0.002416666666666667|0|89.375|0|3.8375|0
