|dates|Limestone_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Limestone_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Limestone_Alabama_UnitedStates.Male_Total_Population.data|Limestone_Alabama_UnitedStates.Male_Total_Population.missing|Limestone_Alabama_UnitedStates.Female_Total_Population.data|Limestone_Alabama_UnitedStates.Female_Total_Population.missing|Limestone_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Limestone_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14608.0|0|48156.0|0|48018.0|0|21696.0|0
