|dates|Franklin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Texas_UnitedStates.Male_Total_Population.data|Franklin_Texas_UnitedStates.Male_Total_Population.missing|Franklin_Texas_UnitedStates.Female_Total_Population.data|Franklin_Texas_UnitedStates.Female_Total_Population.missing|Franklin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2352.0|0|5350.0|0|5416.0|0|2526.0|0
