|dates|Miami_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miami_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miami_Kansas_UnitedStates.Male_Total_Population.data|Miami_Kansas_UnitedStates.Male_Total_Population.missing|Miami_Kansas_UnitedStates.Female_Total_Population.data|Miami_Kansas_UnitedStates.Female_Total_Population.missing|Miami_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Miami_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5631.0|0|16735.0|0|16945.0|0|8257.0|0
