|dates|Morgan_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Ohio_UnitedStates.Male_Total_Population.data|Morgan_Ohio_UnitedStates.Male_Total_Population.missing|Morgan_Ohio_UnitedStates.Female_Total_Population.data|Morgan_Ohio_UnitedStates.Female_Total_Population.missing|Morgan_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3119.0|0|7284.0|0|7320.0|0|3060.0|0
