|dates|Westchester_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Westchester_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Westchester_NewYork_UnitedStates.Male_Total_Population.data|Westchester_NewYork_UnitedStates.Male_Total_Population.missing|Westchester_NewYork_UnitedStates.Female_Total_Population.data|Westchester_NewYork_UnitedStates.Female_Total_Population.missing|Westchester_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Westchester_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|165008.0|0|468720.0|0|498892.0|0|211912.0|0
