|dates|Cass_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Michigan_UnitedStates.Male_Total_Population.data|Cass_Michigan_UnitedStates.Male_Total_Population.missing|Cass_Michigan_UnitedStates.Female_Total_Population.data|Cass_Michigan_UnitedStates.Female_Total_Population.missing|Cass_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10862.0|0|25919.0|0|25734.0|0|10646.0|0
