|dates|Choctaw_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Choctaw_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Choctaw_Oklahoma_UnitedStates.Male_Total_Population.data|Choctaw_Oklahoma_UnitedStates.Male_Total_Population.missing|Choctaw_Oklahoma_UnitedStates.Female_Total_Population.data|Choctaw_Oklahoma_UnitedStates.Female_Total_Population.missing|Choctaw_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Choctaw_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3036.0|0|7036.0|0|7632.0|0|3541.0|0
