|dates|OutofNC_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|OutofNC_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|OutofNC_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|OutofNC_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|OutofNC_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|OutofNC_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|OutofNC_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|OutofNC_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
