|dates|Collingsworth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Collingsworth_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Collingsworth_Texas_UnitedStates.Male_Total_Population.data|Collingsworth_Texas_UnitedStates.Male_Total_Population.missing|Collingsworth_Texas_UnitedStates.Female_Total_Population.data|Collingsworth_Texas_UnitedStates.Female_Total_Population.missing|Collingsworth_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Collingsworth_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-01-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-02-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-03-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-04-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-05-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-06-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-07-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-08-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-09-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-10-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-11-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-18|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-19|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-20|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-21|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-22|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-23|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-24|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-25|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-26|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-27|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-28|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-29|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-30|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2020-12-31|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-01|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-02|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-03|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-04|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-05|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-06|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-07|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-08|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-09|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-10|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-11|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-12|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-13|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-14|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-15|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-16|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-17|559.0|0|1449.0|0|1513.0|0|779.0|0
0|2021-01-18|559.0|0|1449.0|0|1513.0|0|779.0|0
