|dates|Barren_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barren_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barren_Kentucky_UnitedStates.Male_Total_Population.data|Barren_Kentucky_UnitedStates.Male_Total_Population.missing|Barren_Kentucky_UnitedStates.Female_Total_Population.data|Barren_Kentucky_UnitedStates.Female_Total_Population.missing|Barren_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Barren_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7818.0|0|21353.0|0|22823.0|0|10386.0|0
