|dates|Patrick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Patrick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Patrick_Virginia_UnitedStates.Male_Total_Population.data|Patrick_Virginia_UnitedStates.Male_Total_Population.missing|Patrick_Virginia_UnitedStates.Female_Total_Population.data|Patrick_Virginia_UnitedStates.Female_Total_Population.missing|Patrick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Patrick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4667.0|0|8730.0|0|8943.0|0|3078.0|0
