|dates|Apache_Arizona_UnitedStates.AveragePrecipitationTotal.data|Apache_Arizona_UnitedStates.AveragePrecipitationTotal.missing|Apache_Arizona_UnitedStates.AveragePrecipitation.data|Apache_Arizona_UnitedStates.AveragePrecipitation.missing|Apache_Arizona_UnitedStates.AverageWindDirection.data|Apache_Arizona_UnitedStates.AverageWindDirection.missing|Apache_Arizona_UnitedStates.AverageWindSpeed.data|Apache_Arizona_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|104.58333333333333|0|2.625|0
0|2020-01-02|0.0004166666666666667|0|0.0007142857142857143|0|243.59126984126985|0|9.712301587301587|0
0|2020-01-03|0.0|0|0.0|0|49.583333333333336|0|2.625|0
0|2020-01-04|0.0|0|0.0|0|55.833333333333336|0|1.2916666666666667|0
0|2020-01-05|0.0|0|0.0|0|96.66666666666667|0|3.7916666666666665|0
0|2020-01-06|0.0|0|0.0|0|95.0|0|4.208333333333333|0
0|2020-01-07|0.0|0|0.0|0|49.583333333333336|0|1.9583333333333333|0
0|2020-01-08|0.0|0|0.0|0|107.91666666666667|0|5.875|0
0|2020-01-09|0.0|0|0.0071874999999999994|0|131.52777777777774|0|5.597222222222221|0
0|2020-01-10|0.01|0|0.0|0|141.28472222222223|0|4.850694444444445|0
0|2020-01-11|0.0|0|0.0|0|115.20833333333333|0|4.9375|0
0|2020-01-12|0.0|0|0.0|0|117.08333333333333|0|4.0|0
0|2020-01-13|0.0|0|0.0|0|159.58333333333334|0|7.125|0
0|2020-01-14|0.0|0|0.0|0|167.08333333333334|0|10.875|0
0|2020-01-15|0.0|0|0.0|0|97.08333333333333|0|3.5833333333333335|0
0|2020-01-16|0.0|0|0.010555555555555556|0|55.59027777777778|0|2.4652777777777777|0
0|2020-01-17|0.0044444444444444444|0|0.0|0|206.59722222222226|0|10.270833333333334|0
0|2020-01-18|0.0|0|0.0|0|25.416666666666668|0|1.625|0
0|2020-01-19|0.0|0|0.0|0|50.833333333333336|0|2.4166666666666665|0
0|2020-01-20|0.0|0|0.0|0|40.833333333333336|0|0.9583333333333334|0
0|2020-01-21|0.0015277777777777779|0|0.011958333333333336|0|97.7013888888889|0|3.171527777777778|0
0|2020-01-22|0.010833333333333334|0|0.0|0|165.0|0|4.75|0
0|2020-01-23|0.0|0|0.0|0|132.5|0|3.3333333333333335|0
0|2020-01-24|0.0|0|0.0|0|76.25|0|1.7916666666666667|0
0|2020-01-25|0.0|0|0.0|0|90.41666666666667|0|3.25|0
0|2020-01-26|0.0|0|0.0|0|68.75|0|1.8333333333333333|0
0|2020-01-27|0.00020833333333333335|0|0.002361111111111111|0|244.8263888888889|0|7.628472222222221|0
0|2020-01-28|0.0025|0|0.0|0|121.25|0|2.5833333333333335|0
0|2020-01-29|0.0|0|0.0|0|47.5|0|2.7083333333333335|0
0|2020-01-30|0.0|0|0.0|0|150.41666666666666|0|5.791666666666667|0
0|2020-01-31|0.0|0|0.0|0|120.83333333333333|0|6.0|0
0|2020-02-01|0.0|0|0.0|0|108.33333333333333|0|2.9583333333333335|0
0|2020-02-02|0.0|0|0.0|0|120.83333333333333|0|6.25|0
0|2020-02-03|0.0|0|0.0|0|236.04166666666666|0|15.916666666666666|0
0|2020-02-04|0.0|0|0.0|0|235.41666666666666|0|8.083333333333334|0
0|2020-02-05|0.0|0|0.0|0|242.08333333333334|0|7.416666666666667|0
0|2020-02-06|0.0|0|0.0|0|158.75|0|5.791666666666667|0
0|2020-02-07|0.0|0|0.0|0|132.5|0|4.583333333333333|0
0|2020-02-08|0.0|0|0.0|0|138.75|0|6.625|0
0|2020-02-09|0.0|0|0.0|0|137.5|0|7.916666666666667|0
0|2020-02-10|0.0|0|0.003263888888888889|0|33.05555555555556|0|0.6875|0
0|2020-02-11|0.005277777777777778|0|0.009368055555555558|0|67.11111111111111|0|5.492361111111111|0
0|2020-02-12|0.004583333333333333|0|0.0|0|140.0|0|4.083333333333333|0
0|2020-02-13|0.0|0|0.0|0|84.58333333333333|0|3.0416666666666665|0
0|2020-02-14|0.0|0|0.0|0|70.20833333333333|0|3.2083333333333335|0
0|2020-02-15|0.0|0|0.0|0|137.5|0|5.0|0
