|dates|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waynesboro_Virginia_UnitedStates.Male_Total_Population.data|Waynesboro_Virginia_UnitedStates.Male_Total_Population.missing|Waynesboro_Virginia_UnitedStates.Female_Total_Population.data|Waynesboro_Virginia_UnitedStates.Female_Total_Population.missing|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Waynesboro_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4062.0|0|10802.0|0|11826.0|0|5346.0|0
