|dates|Morgan_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Illinois_UnitedStates.Male_Total_Population.data|Morgan_Illinois_UnitedStates.Male_Total_Population.missing|Morgan_Illinois_UnitedStates.Female_Total_Population.data|Morgan_Illinois_UnitedStates.Female_Total_Population.missing|Morgan_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6799.0|0|17247.0|0|16729.0|0|6408.0|0
