|dates|Richland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_Illinois_UnitedStates.Male_Total_Population.data|Richland_Illinois_UnitedStates.Male_Total_Population.missing|Richland_Illinois_UnitedStates.Female_Total_Population.data|Richland_Illinois_UnitedStates.Female_Total_Population.missing|Richland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3228.0|0|7799.0|0|7964.0|0|3668.0|0
