|dates|Blackford_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blackford_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blackford_Indiana_UnitedStates.Male_Total_Population.data|Blackford_Indiana_UnitedStates.Male_Total_Population.missing|Blackford_Indiana_UnitedStates.Female_Total_Population.data|Blackford_Indiana_UnitedStates.Female_Total_Population.missing|Blackford_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Blackford_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2580.0|0|5889.0|0|6041.0|0|2597.0|0
