|dates|Schoharie_NewYork_UnitedStates.BLS_EmployedPopulation.data|Schoharie_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Schoharie_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Schoharie_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Schoharie_NewYork_UnitedStates.BLS_UnemploymentRate.data|Schoharie_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Schoharie_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Schoharie_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-02-09|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-10|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-11|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-12|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-13|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-14|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-15|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-16|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-17|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-18|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-19|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-20|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-21|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-22|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-23|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-24|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-25|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-26|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-27|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-28|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-02-29|13947.0|0|886.5|0|5.976337344524219|0|14833.5|0
0|2020-03-01|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-02|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-03|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-04|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-05|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-06|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-07|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-08|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-09|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-10|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-11|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-12|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-13|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-14|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-15|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-16|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-17|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-18|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-19|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-20|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-21|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-22|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-23|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-24|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-25|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-26|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-27|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-28|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-29|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-30|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-03-31|13774.5|0|862.0|0|5.889386123731766|0|14636.5|0
0|2020-04-01|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-02|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-03|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-04|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-05|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-06|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-07|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-08|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-09|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-10|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-11|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-12|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-13|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-14|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-15|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-16|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-17|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-18|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-19|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-20|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-21|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-22|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-23|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-24|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-25|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-26|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-27|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-28|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-29|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-04-30|12129.5|0|1687.5|0|12.213215603966129|0|13817.0|0
0|2020-05-01|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-02|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-03|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-04|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-05|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-06|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-07|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-08|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-09|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-10|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-11|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-12|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-13|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-14|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-15|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-16|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-17|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-18|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-19|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-20|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-21|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-22|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-23|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-24|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-25|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-26|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-27|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-28|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-29|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-30|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-05-31|12638.0|0|1294.0|0|9.287970140683319|0|13932.0|0
0|2020-06-01|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-02|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-03|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-04|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-05|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-06|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-07|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-08|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-09|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-10|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-11|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-12|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-13|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-14|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-15|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-16|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-17|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-18|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-19|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-20|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-21|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-22|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-23|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-24|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-25|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-26|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-27|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-28|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-29|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-06-30|13131.0|0|1315.0|0|9.10286584521667|0|14446.0|0
0|2020-07-01|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-02|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-03|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-04|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-05|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-06|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-07|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-08|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-09|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-10|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-11|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-12|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-13|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-14|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-15|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-16|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-17|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-18|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-19|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-20|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-21|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-22|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-23|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-24|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-25|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-26|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-27|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-28|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-29|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-30|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-07-31|13421.0|0|1436.0|0|9.665477552668776|0|14857.0|0
0|2020-08-01|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-02|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-03|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-04|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-05|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-06|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-07|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-08|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-09|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-10|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-11|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-12|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-13|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-14|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-15|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-16|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-17|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-18|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-19|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-20|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-21|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-22|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-23|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-24|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-25|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-26|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-27|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-28|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-29|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-30|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-08-31|13650.0|0|1024.0|0|6.978329017309527|0|14674.0|0
0|2020-09-01|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-02|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-03|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-04|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-05|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-06|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-07|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-08|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-09|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-10|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-11|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-12|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-13|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-14|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-15|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-16|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-17|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-18|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-19|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-20|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-21|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-22|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-23|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-24|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-25|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-26|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-27|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-28|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-29|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-09-30|13671.0|0|686.0|0|4.778156996587031|0|14357.0|0
0|2020-10-01|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-02|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-03|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-04|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-05|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-06|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-07|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-08|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-09|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-10|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-11|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-12|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-13|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-14|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-15|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-16|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-17|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-18|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-19|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-20|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-21|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-22|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-23|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-24|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-25|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-26|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-27|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-28|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-29|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-30|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-10-31|13646.0|0|677.0|0|4.726663408503805|0|14323.0|0
0|2020-11-01|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-02|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-03|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-04|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-05|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-06|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-07|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-08|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-09|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-10|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-11|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-12|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-13|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-14|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-15|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-16|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-17|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-18|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-19|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-20|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-21|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-22|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-23|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-24|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-25|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-26|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-27|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-28|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-29|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-11-30|13771.0|0|716.0|0|4.942362117760751|0|14487.0|0
0|2020-12-01|13731.0|0|832.0|0|5.713108562796127|0|14563.0|0
0|2020-12-02|13731.0|0|832.0|0|5.713108562796127|0|14563.0|0
0|2020-12-03|13731.0|0|832.0|0|5.713108562796127|0|14563.0|0
0|2020-12-04|13731.0|0|832.0|0|5.713108562796127|0|14563.0|0
0|2020-12-05|13731.0|0|832.0|0|5.713108562796127|0|14563.0|0
