|dates|Carson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carson_Texas_UnitedStates.Male_Total_Population.data|Carson_Texas_UnitedStates.Male_Total_Population.missing|Carson_Texas_UnitedStates.Female_Total_Population.data|Carson_Texas_UnitedStates.Female_Total_Population.missing|Carson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Carson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1173.0|0|3010.0|0|2995.0|0|1448.0|0
