|dates|Waushara_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Waushara_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Waushara_Wisconsin_UnitedStates.Male_Total_Population.data|Waushara_Wisconsin_UnitedStates.Male_Total_Population.missing|Waushara_Wisconsin_UnitedStates.Female_Total_Population.data|Waushara_Wisconsin_UnitedStates.Female_Total_Population.missing|Waushara_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Waushara_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5912.0|0|12764.0|0|11499.0|0|4431.0|0
