|dates|CapeMay_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CapeMay_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CapeMay_NewJersey_UnitedStates.Male_Total_Population.data|CapeMay_NewJersey_UnitedStates.Male_Total_Population.missing|CapeMay_NewJersey_UnitedStates.Female_Total_Population.data|CapeMay_NewJersey_UnitedStates.Female_Total_Population.missing|CapeMay_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|CapeMay_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24586.0|0|45218.0|0|47342.0|0|16215.0|0
