|dates|Suffolk_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Suffolk_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Suffolk_NewYork_UnitedStates.Male_Total_Population.data|Suffolk_NewYork_UnitedStates.Male_Total_Population.missing|Suffolk_NewYork_UnitedStates.Female_Total_Population.data|Suffolk_NewYork_UnitedStates.Female_Total_Population.missing|Suffolk_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Suffolk_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|249756.0|0|729117.0|0|751976.0|0|313019.0|0
