|dates|Crittenden_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crittenden_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crittenden_Kentucky_UnitedStates.Male_Total_Population.data|Crittenden_Kentucky_UnitedStates.Male_Total_Population.missing|Crittenden_Kentucky_UnitedStates.Female_Total_Population.data|Crittenden_Kentucky_UnitedStates.Female_Total_Population.missing|Crittenden_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Crittenden_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1852.0|0|4488.0|0|4427.0|0|1966.0|0
