|dates|Cottle_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cottle_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cottle_Texas_UnitedStates.Male_Total_Population.data|Cottle_Texas_UnitedStates.Male_Total_Population.missing|Cottle_Texas_UnitedStates.Female_Total_Population.data|Cottle_Texas_UnitedStates.Female_Total_Population.missing|Cottle_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cottle_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|338.0|0|674.0|0|715.0|0|321.0|0
