|dates|Hamilton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Iowa_UnitedStates.Male_Total_Population.data|Hamilton_Iowa_UnitedStates.Male_Total_Population.missing|Hamilton_Iowa_UnitedStates.Female_Total_Population.data|Hamilton_Iowa_UnitedStates.Female_Total_Population.missing|Hamilton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3065.0|0|7451.0|0|7501.0|0|3389.0|0
