|dates|Kleberg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kleberg_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kleberg_Texas_UnitedStates.Male_Total_Population.data|Kleberg_Texas_UnitedStates.Male_Total_Population.missing|Kleberg_Texas_UnitedStates.Female_Total_Population.data|Kleberg_Texas_UnitedStates.Female_Total_Population.missing|Kleberg_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kleberg_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4029.0|0|15939.0|0|15190.0|0|7540.0|0
