|dates|Winston_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winston_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winston_Mississippi_UnitedStates.Male_Total_Population.data|Winston_Mississippi_UnitedStates.Male_Total_Population.missing|Winston_Mississippi_UnitedStates.Female_Total_Population.data|Winston_Mississippi_UnitedStates.Female_Total_Population.missing|Winston_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Winston_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3628.0|0|8867.0|0|9298.0|0|4114.0|0
