|dates|Stafford_Virginia_UnitedStates.BLS_EmployedPopulation.data|Stafford_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Stafford_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Stafford_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Stafford_Virginia_UnitedStates.BLS_UnemploymentRate.data|Stafford_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Stafford_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Stafford_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-02|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-03|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-04|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-05|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-06|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-07|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-08|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-09|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-10|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-11|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-12|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-13|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-14|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-15|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-16|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-17|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-18|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-19|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-20|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-21|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-22|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-23|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-24|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-25|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-26|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-27|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-28|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-29|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-30|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-01-31|71990.5|0|2058.0|0|2.7792595393559627|0|74048.5|0
0|2020-02-01|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-02|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-03|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-04|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-05|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-06|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-07|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-08|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-09|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-10|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-11|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-12|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-13|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-14|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-15|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-16|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-17|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-18|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-19|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-20|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-21|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-22|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-23|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-24|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-25|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-26|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-27|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-28|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-02-29|72609.0|0|1838.0|0|2.468870471610676|0|74447.0|0
0|2020-03-01|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-02|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-03|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-04|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-05|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-06|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-07|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-08|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-09|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-10|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-11|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-12|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-13|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-14|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-15|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-16|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-17|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-18|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-19|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-20|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-21|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-22|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-23|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-24|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-25|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-26|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-27|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-28|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-29|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-30|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-03-31|72004.5|0|2143.5|0|2.8908399417381454|0|74148.0|0
0|2020-04-01|64446.5|0|7125.0|0|9.955079885149814|0|71571.5|0
0|2020-04-02|64446.5|0|7125.0|0|9.955079885149814|0|71571.5|0
