|dates|Hockley_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hockley_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hockley_Texas_UnitedStates.Male_Total_Population.data|Hockley_Texas_UnitedStates.Male_Total_Population.missing|Hockley_Texas_UnitedStates.Female_Total_Population.data|Hockley_Texas_UnitedStates.Female_Total_Population.missing|Hockley_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hockley_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3372.0|0|11458.0|0|11522.0|0|5915.0|0
