|dates|GraysHarbor_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|GraysHarbor_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|GraysHarbor_Washington_UnitedStates.Male_Total_Population.data|GraysHarbor_Washington_UnitedStates.Male_Total_Population.missing|GraysHarbor_Washington_UnitedStates.Female_Total_Population.data|GraysHarbor_Washington_UnitedStates.Female_Total_Population.missing|GraysHarbor_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|GraysHarbor_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15968.0|0|37819.0|0|36082.0|0|15108.0|0
