|dates|Ferry_Washington_UnitedStates.BLS_EmployedPopulation.data|Ferry_Washington_UnitedStates.BLS_EmployedPopulation.missing|Ferry_Washington_UnitedStates.BLS_UnemployedPopulation.data|Ferry_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Ferry_Washington_UnitedStates.BLS_UnemploymentRate.data|Ferry_Washington_UnitedStates.BLS_UnemploymentRate.missing|Ferry_Washington_UnitedStates.BLS_LaborForcePopulation.data|Ferry_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-02|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-03|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-04|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-05|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-06|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-07|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-08|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-09|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-10|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-11|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-12|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-13|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-14|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-15|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-16|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-17|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-18|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-19|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-20|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-21|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-22|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-23|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-24|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-25|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-26|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-27|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-28|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-29|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-30|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-01-31|2202.5|0|307.0|0|12.233512651922693|0|2509.5|0
0|2020-02-01|2200.0|0|344.0|0|13.522012578616351|0|2544.0|0
