|dates|Jones_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jones_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jones_Texas_UnitedStates.Male_Total_Population.data|Jones_Texas_UnitedStates.Male_Total_Population.missing|Jones_Texas_UnitedStates.Female_Total_Population.data|Jones_Texas_UnitedStates.Female_Total_Population.missing|Jones_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jones_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3091.0|0|12433.0|0|7384.0|0|3412.0|0
