|dates|Morgan_Indiana_UnitedStates.BLS_EmployedPopulation.data|Morgan_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Morgan_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Morgan_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Morgan_Indiana_UnitedStates.BLS_UnemploymentRate.data|Morgan_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Morgan_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Morgan_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-02|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-03|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-04|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-05|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-06|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-07|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-08|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-09|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-10|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-11|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-12|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-13|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-14|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-15|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-16|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-17|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-18|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-19|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-20|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-21|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-22|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-23|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-24|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-25|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-26|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-27|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-28|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-29|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-30|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-01-31|35262.0|0|1274.5|0|3.4882925293884197|0|36536.5|0
0|2020-02-01|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-02|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-03|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-04|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-05|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-06|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-07|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-08|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-09|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-10|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-11|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-12|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-13|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-14|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-15|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-16|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-17|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-18|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-19|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-20|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-21|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-22|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-23|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-24|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-25|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-26|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-27|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-28|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-02-29|35260.5|0|1203.0|0|3.2991896005594636|0|36463.5|0
0|2020-03-01|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-02|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-03|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-04|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-05|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-06|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-07|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-08|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-09|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-10|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-11|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-12|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-13|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-14|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
0|2020-03-15|34344.5|0|1120.0|0|3.158087665129919|0|35464.5|0
