|dates|Pickens_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pickens_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pickens_SouthCarolina_UnitedStates.Male_Total_Population.data|Pickens_SouthCarolina_UnitedStates.Male_Total_Population.missing|Pickens_SouthCarolina_UnitedStates.Female_Total_Population.data|Pickens_SouthCarolina_UnitedStates.Female_Total_Population.missing|Pickens_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Pickens_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20660.0|0|62214.0|0|62723.0|0|23712.0|0
