|dates|Gonzales_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gonzales_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gonzales_Texas_UnitedStates.Male_Total_Population.data|Gonzales_Texas_UnitedStates.Male_Total_Population.missing|Gonzales_Texas_UnitedStates.Female_Total_Population.data|Gonzales_Texas_UnitedStates.Female_Total_Population.missing|Gonzales_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Gonzales_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3483.0|0|10517.0|0|10309.0|0|5621.0|0
