|dates|Kossuth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kossuth_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kossuth_Iowa_UnitedStates.Male_Total_Population.data|Kossuth_Iowa_UnitedStates.Male_Total_Population.missing|Kossuth_Iowa_UnitedStates.Female_Total_Population.data|Kossuth_Iowa_UnitedStates.Female_Total_Population.missing|Kossuth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Kossuth_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3538.0|0|7507.0|0|7401.0|0|3268.0|0
