|dates|Burke_Georgia_UnitedStates.AveragePrecipitationTotal.data|Burke_Georgia_UnitedStates.AveragePrecipitationTotal.missing|Burke_Georgia_UnitedStates.AveragePrecipitation.data|Burke_Georgia_UnitedStates.AveragePrecipitation.missing|Burke_Georgia_UnitedStates.AverageWindDirection.data|Burke_Georgia_UnitedStates.AverageWindDirection.missing|Burke_Georgia_UnitedStates.AverageWindSpeed.data|Burke_Georgia_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|215.83333333333334|0|7.041666666666667|0
0|2020-01-02|0.0|0|0.0020833333333333333|0|45.833333333333336|0|2.0|0
0|2020-01-03|0.0006944444444444445|0|0.02598214285714286|0|173.84920634920636|0|8.409722222222221|0
0|2020-01-04|0.05541666666666667|0|0.005555555555555556|0|247.22222222222226|0|12.201388888888888|0
0|2020-01-05|0.0|0|0.0|0|225.0|0|6.25|0
0|2020-01-06|0.0|0|0.0|0|175.83333333333334|0|4.75|0
0|2020-01-07|0.0|0|0.0004166666666666667|0|214.16666666666666|0|8.875|0
0|2020-01-08|0.0004166666666666667|0|0.0|0|183.75|0|4.583333333333333|0
0|2020-01-09|0.0|0|0.0|0|68.75|0|4.375|0
0|2020-01-10|0.0|0|0.0005208333333333333|0|66.73611111111111|0|3.1041666666666665|0
0|2020-01-11|0.0016666666666666668|0|0.009479166666666667|0|147.67361111111111|0|10.378472222222221|0
0|2020-01-12|0.005208333333333333|0|0.012791666666666668|0|65.65972222222223|0|1.7673611111111114|0
0|2020-01-13|0.016666666666666666|0|0.0|0|89.65277777777777|0|2.381944444444444|0
0|2020-01-14|0.0|0|0.0|0|195.2777777777778|0|5.138888888888888|0
0|2020-01-15|0.0|0|0.0|0|121.11111111111113|0|2.5|0
0|2020-01-16|0.012916666666666667|0|0.010104166666666666|0|155.72916666666666|0|7.958333333333333|0
0|2020-01-17|0.0|0|0.0|0|93.75|0|8.5|0
0|2020-01-18|0.0|0|0.0008333333333333334|0|125.20833333333333|0|6.395833333333333|0
0|2020-01-19|0.000625|0|0.00020833333333333335|0|259.5833333333333|0|10.6875|0
0|2020-01-20|0.0|0|0.0|0|130.83333333333334|0|7.666666666666667|0
0|2020-01-21|0.0|0|0.0|0|91.66666666666667|0|9.375|0
0|2020-01-22|0.0|0|0.0|0|127.5|0|8.208333333333334|0
0|2020-01-23|0.0|0|0.0|0|133.33333333333334|0|6.770833333333333|0
0|2020-01-24|0.0060416666666666665|0|0.01840277777777778|0|133.4375|0|4.875|0
