|dates|Monroe_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Indiana_UnitedStates.Male_Total_Population.data|Monroe_Indiana_UnitedStates.Male_Total_Population.missing|Monroe_Indiana_UnitedStates.Female_Total_Population.data|Monroe_Indiana_UnitedStates.Female_Total_Population.missing|Monroe_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19249.0|0|73034.0|0|73883.0|0|22966.0|0
