|dates|Crane_Texas_UnitedStates.JHU_ConfirmedCases.data|Crane_Texas_UnitedStates.JHU_ConfirmedCases.missing|Crane_Texas_UnitedStates.NYT_ConfirmedCases.data|Crane_Texas_UnitedStates.NYT_ConfirmedCases.missing|Crane_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Crane_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Crane_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Crane_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|685.0|0|0.0|100|14.0|0|0.0|100
