|dates|Platte_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Platte_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Platte_Missouri_UnitedStates.Male_Total_Population.data|Platte_Missouri_UnitedStates.Male_Total_Population.missing|Platte_Missouri_UnitedStates.Female_Total_Population.data|Platte_Missouri_UnitedStates.Female_Total_Population.missing|Platte_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Platte_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14969.0|0|50760.0|0|52225.0|0|24501.0|0
