|dates|Salem_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Salem_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Salem_NewJersey_UnitedStates.Male_Total_Population.data|Salem_NewJersey_UnitedStates.Male_Total_Population.missing|Salem_NewJersey_UnitedStates.Female_Total_Population.data|Salem_NewJersey_UnitedStates.Female_Total_Population.missing|Salem_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Salem_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11637.0|0|30717.0|0|31890.0|0|13379.0|0
