|dates|Lee_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Arkansas_UnitedStates.Male_Total_Population.data|Lee_Arkansas_UnitedStates.Male_Total_Population.missing|Lee_Arkansas_UnitedStates.Female_Total_Population.data|Lee_Arkansas_UnitedStates.Female_Total_Population.missing|Lee_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1764.0|0|5049.0|0|3936.0|0|1639.0|0
