|dates|Hardy_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardy_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardy_WestVirginia_UnitedStates.Male_Total_Population.data|Hardy_WestVirginia_UnitedStates.Male_Total_Population.missing|Hardy_WestVirginia_UnitedStates.Female_Total_Population.data|Hardy_WestVirginia_UnitedStates.Female_Total_Population.missing|Hardy_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Hardy_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3015.0|0|6932.0|0|6843.0|0|2807.0|0
