|dates|Union_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Illinois_UnitedStates.Male_Total_Population.data|Union_Illinois_UnitedStates.Male_Total_Population.missing|Union_Illinois_UnitedStates.Female_Total_Population.data|Union_Illinois_UnitedStates.Female_Total_Population.missing|Union_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3597.0|0|8439.0|0|8402.0|0|3540.0|0
