|dates|Morgan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Kentucky_UnitedStates.Male_Total_Population.data|Morgan_Kentucky_UnitedStates.Male_Total_Population.missing|Morgan_Kentucky_UnitedStates.Female_Total_Population.data|Morgan_Kentucky_UnitedStates.Female_Total_Population.missing|Morgan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2235.0|0|7627.0|0|5718.0|0|2438.0|0
