|dates|Porter_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Porter_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Porter_Indiana_UnitedStates.Male_Total_Population.data|Porter_Indiana_UnitedStates.Male_Total_Population.missing|Porter_Indiana_UnitedStates.Female_Total_Population.data|Porter_Indiana_UnitedStates.Female_Total_Population.missing|Porter_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Porter_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27803.0|0|83930.0|0|85664.0|0|37424.0|0
