|dates|Meade_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meade_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meade_Kansas_UnitedStates.Male_Total_Population.data|Meade_Kansas_UnitedStates.Male_Total_Population.missing|Meade_Kansas_UnitedStates.Female_Total_Population.data|Meade_Kansas_UnitedStates.Female_Total_Population.missing|Meade_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Meade_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|799.0|0|2104.0|0|2042.0|0|1061.0|0
