|dates|Yakima_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yakima_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yakima_Washington_UnitedStates.Male_Total_Population.data|Yakima_Washington_UnitedStates.Male_Total_Population.missing|Yakima_Washington_UnitedStates.Female_Total_Population.data|Yakima_Washington_UnitedStates.Female_Total_Population.missing|Yakima_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Yakima_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|34524.0|0|125786.0|0|125660.0|0|74480.0|0
