|dates|Buckingham_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buckingham_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buckingham_Virginia_UnitedStates.Male_Total_Population.data|Buckingham_Virginia_UnitedStates.Male_Total_Population.missing|Buckingham_Virginia_UnitedStates.Female_Total_Population.data|Buckingham_Virginia_UnitedStates.Female_Total_Population.missing|Buckingham_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Buckingham_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3340.0|0|9364.0|0|7635.0|0|3000.0|0
