|dates|Montgomery_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Illinois_UnitedStates.Male_Total_Population.data|Montgomery_Illinois_UnitedStates.Male_Total_Population.missing|Montgomery_Illinois_UnitedStates.Female_Total_Population.data|Montgomery_Illinois_UnitedStates.Female_Total_Population.missing|Montgomery_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5764.0|0|14983.0|0|13618.0|0|5739.0|0
