|dates|Costilla_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Costilla_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Costilla_Colorado_UnitedStates.Male_Total_Population.data|Costilla_Colorado_UnitedStates.Male_Total_Population.missing|Costilla_Colorado_UnitedStates.Female_Total_Population.data|Costilla_Colorado_UnitedStates.Female_Total_Population.missing|Costilla_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Costilla_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1045.0|0|1982.0|0|1846.0|0|724.0|0
