|dates|Rusk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rusk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rusk_Wisconsin_UnitedStates.Male_Total_Population.data|Rusk_Wisconsin_UnitedStates.Male_Total_Population.missing|Rusk_Wisconsin_UnitedStates.Female_Total_Population.data|Rusk_Wisconsin_UnitedStates.Female_Total_Population.missing|Rusk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Rusk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3424.0|0|7180.0|0|6967.0|0|2867.0|0
