|dates|Morris_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morris_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morris_NewJersey_UnitedStates.Male_Total_Population.data|Morris_NewJersey_UnitedStates.Male_Total_Population.missing|Morris_NewJersey_UnitedStates.Female_Total_Population.data|Morris_NewJersey_UnitedStates.Female_Total_Population.missing|Morris_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Morris_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-02|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-03|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-04|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-05|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-06|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-07|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-08|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-09|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-10|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-11|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-12|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-13|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-14|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-15|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-16|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-17|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-18|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-19|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-20|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-21|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-22|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-23|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-24|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-25|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-26|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-27|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-28|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-29|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-30|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-01-31|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-01|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-02|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-03|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-04|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-05|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-06|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-07|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-08|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-09|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-10|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-11|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-12|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-13|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-14|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-15|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-16|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-17|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-18|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-19|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-20|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-21|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-22|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-23|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-24|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-25|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-26|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-27|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-28|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-02-29|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-01|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-02|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-03|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-04|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-05|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-06|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-07|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-08|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-09|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-10|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-11|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-12|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-13|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-14|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-15|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-16|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-17|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-18|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-19|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-20|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-21|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-22|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-23|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-24|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-25|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-26|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-27|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-28|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-29|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-30|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-03-31|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-01|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-02|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-03|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-04|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-05|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-06|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-07|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-08|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-09|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-10|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-11|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-12|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-13|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-14|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-15|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-16|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-17|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-18|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-19|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-20|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-21|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-22|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-23|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-24|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-25|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-26|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-27|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-28|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-29|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-04-30|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-01|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-02|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-03|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-04|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-05|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-06|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-07|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-08|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-09|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-10|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-11|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-12|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-13|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-14|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-15|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-16|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-17|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-18|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-19|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-20|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-21|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-22|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-23|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-24|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-25|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-26|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-27|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-28|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-29|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-30|84336.0|0|242781.0|0|251447.0|0|104322.0|0
0|2020-05-31|84336.0|0|242781.0|0|251447.0|0|104322.0|0
